Unnamed: 0,Edad,Tipo de trabajador,Nivel Educativo,Salario por hora,Estado civil,Sexo,Personas a cargo,Semanas trabajadas por año,"Buen
Desempeño"
,55,Gobierno local,Universitario sin graduar,2649,Divorciado,Femenino,6,52,No
,53,Desconocido,Niño,6974,Soltero,Femenino,0,25,Si
,64,Desconocido,Licenciatura,8257,Casado,Femenino,0,21,No
,56,Desconocido,Niño,1363,Soltero,Masculino,0,24,Si
,23,Desconocido,Niño,170,Soltero,Femenino,0,30,No
,25,Independiente,Universitario sin graduar,1917,Casado,Femenino,1,41,No
,50,Desconocido,Niño,1264,Soltero,Masculino,0,31,Si
,67,Desconocido,Niño,2644,Soltero,Femenino,0,18,Si
,38,Privado,Bachiller,4153,Casado,Femenino,6,52,Si
,44,Gobierno local,Bachiller,3006,Casado,Femenino,6,49,Si
,56,Privado,Bachiller,3477,Divorciado,Femenino,2,48,No
,56,Desconocido,Niño,2328,Soltero,Masculino,0,32,Si
,47,Privado,Bachiller,2875,Casado,Masculino,3,52,No
,50,Desconocido,Niño,6129,Soltero,Femenino,0,26,Si
,59,Desconocido,Niño,4627,Soltero,Femenino,0,22,No
,69,Independiente,Universitario sin graduar,572,Casado,Femenino,1,52,Si
,34,Privado,Universitario,4269,Casado,Femenino,6,52,No
,56,Privado,Bachiller,3672,Casado,Masculino,1,52,Si
,68,Privado,Universitario sin graduar,2945,Soltero,Femenino,6,47,No
,46,Desconocido,Niño,5227,Soltero,Femenino,0,21,No
,54,Desconocido,7 grado,2298,Viudo,Femenino,0,23,No
,25,Privado,Universitario sin graduar,700,Casado,Femenino,6,52,Si
,37,Privado,Universitario sin graduar,425,Casado,Masculino,3,48,No
,45,Desconocido,Niño,779,Soltero,Femenino,0,28,Si
,50,Desconocido,Niño,8146,Soltero,Masculino,0,30,Si
,26,Desconocido,3 primaria,4700,Soltero,Femenino,0,28,No
,37,Privado,Universitario sin graduar,8452,Casado,Masculino,6,52,Si
,44,Privado,Universitario sin graduar,8600,Casado,Masculino,4,52,No
,66,Desconocido,Universitario sin graduar,4771,Soltero,Femenino,0,24,No
,44,Mixto,Bachiller,6845,Divorciado,Masculino,3,52,Si
,46,Privado,Universitario sin graduar,6753,Divorciado,Femenino,2,52,No
,68,Privado,Desconocido,7861,Casado,Masculino,5,52,Si
,40,Desconocido,Desconocido,6240,Casado,Femenino,0,20,No
,52,Independiente,Bachiller,3302,Casado,Femenino,1,52,Si
,30,Desconocido,Niño,4421,Soltero,Masculino,0,19,Si
,36,Privado,Bachiller,1119,Cónyuge ausente,Femenino,6,50,Si
,68,Privado,Bachiller,4275,Soltero,Masculino,3,52,No
,49,Desconocido,Niño,5219,Soltero,Femenino,0,29,Si
,54,Desconocido,Niño,2973,Soltero,Femenino,0,29,No
,55,Privado,Licenciatura,6649,Casado,Femenino,3,52,No
,33,Privado,Universitario sin graduar,4079,Cónyuge ausente,Femenino,1,52,Si
,34,Privado,Bachiller,3390,Soltero,Masculino,4,52,No
,52,Desconocido,Niño,9070,Soltero,Masculino,0,23,Si
,34,Privado,Desconocido,8022,Viudo,Masculino,1,52,No
,25,Privado,Licenciatura,5970,Casado,Masculino,6,52,No
,68,Desconocido,Niño,869,Soltero,Masculino,0,32,Si
,38,Desempleado,Magister,3726,Casado,Masculino,4,47,No
,32,Desconocido,7 grado,1130,Viudo,Masculino,0,27,Si
,58,Desconocido,Niño,6296,Soltero,Femenino,0,26,Si
,59,Privado,9 grado,6519,Soltero,Masculino,1,46,No
,50,Desconocido,Niño,1301,Soltero,Femenino,0,31,Si
,52,Desconocido,Normalista,1177,Casado,Masculino,0,21,No
,28,Privado,Magister,7546,Casado,Femenino,3,52,Si
,48,Desconocido,Niño,4264,Soltero,Femenino,0,30,Si
,68,Desconocido,Niño,6673,Soltero,Masculino,0,19,Si
,69,Desempleado,Universitario sin graduar,4344,Casado,Masculino,6,52,No
,33,Privado,Bachiller,650,Casado,Femenino,1,52,No
,40,Desempleado,Universitario sin graduar,4397,Casado,Masculino,6,52,No
,49,Privado,Licenciatura,1300,Casado,Femenino,3,52,Si
,18,Desconocido,Bachiller,5238,Soltero,Femenino,0,31,Si
,43,Desconocido,Bachiller,3138,Casado,Masculino,0,26,Si
,56,Desconocido,9 grado,5825,Soltero,Femenino,6,41,Si
,20,Desconocido,9 grado,1088,Soltero,Masculino,0,24,Si
,53,Desconocido,10 grado,9546,Soltero,Femenino,0,20,Si
,41,Independiente,Magister,4821,Casado,Masculino,1,52,Si
,21,Desconocido,Niño,3887,Soltero,Femenino,0,27,Si
,29,Desconocido,Niño,3858,Soltero,Masculino,0,21,Si
,67,Desconocido,Bachiller,2346,Casado,Femenino,0,30,No
,42,Privado,Técnico,8565,Casado,Femenino,6,52,Si
,60,Privado,Bachiller,9566,Soltero,Femenino,6,49,Si
,62,Desconocido,Magister,3986,Viudo,Femenino,0,31,No
,42,Privado,Magister,2605,Casado,Femenino,3,52,No
,44,Desconocido,Niño,3020,Soltero,Masculino,0,32,No
,58,Desconocido,Niño,5549,Soltero,Masculino,0,28,No
,25,Desconocido,Niño,9402,Soltero,Femenino,0,31,Si
,37,Desconocido,10 grado,5471,Soltero,Masculino,0,26,Si
,58,Desconocido,Licenciatura,9688,Viudo,Femenino,0,33,No
,59,Desconocido,Niño,5952,Soltero,Femenino,0,26,Si
,20,Privado,Bachiller,1470,Casado,Masculino,4,52,Si
,30,Privado,Universitario sin graduar,2851,Soltero,Masculino,6,50,No
,66,Desconocido,Universitario sin graduar,9567,Soltero,Femenino,3,43,Si
,66,Privado,Universitario,450,Soltero,Masculino,0,26,Si
,49,Desempleado,Magister,4999,Casado,Masculino,6,52,No
,35,Desconocido,7 grado,2294,Viudo,Femenino,0,23,No
,61,Independiente,Magister,2226,Casado,Femenino,1,52,No
,48,Desconocido,Niño,2832,Soltero,Femenino,0,19,Si
,68,Gobierno local,Bachiller,500,Casado,Femenino,4,44,Si
,70,Desconocido,Niño,6000,Soltero,Masculino,0,25,Si
,31,Desempleado,Universitario sin graduar,5379,Separado,Femenino,6,52,Si
,25,Privado,Licenciatura,3829,Casado,Masculino,4,52,Si
,28,Desconocido,9 grado,2740,Viudo,Femenino,0,21,No
,26,Gobierno Nacional,PhD,8178,Casado,Masculino,6,52,No
,46,Privado,Bachiller,1229,Casado,Masculino,1,52,No
,69,Desconocido,Licenciatura,8609,Casado,Femenino,0,21,No
,46,Independiente,9 grado,7864,Viudo,Masculino,1,52,Si
,59,Desconocido,10 grado,6419,Viudo,Femenino,0,22,No
,50,Desconocido,Niño,422,Soltero,Femenino,0,32,No
,36,Desconocido,Niño,4117,Soltero,Masculino,0,29,Si
,34,Desconocido,Niño,8756,Soltero,Masculino,0,27,Si
,18,Privado,Universitario sin graduar,350,Soltero,Femenino,6,42,Si
,21,Privado,Magister,7673,Casado,Masculino,6,52,Si
,63,Privado,Universitario sin graduar,6179,Divorciado,Masculino,1,52,Si
,26,Desconocido,10 grado,4665,Soltero,Masculino,0,30,Si
,36,Desconocido,10 grado,2820,Casado,Masculino,0,29,Si
,50,Gobierno local,Licenciatura,7457,Casado,Femenino,4,50,No
,20,Privado,Bachiller,5505,Casado,Femenino,2,52,Si
,30,Desconocido,Niño,1999,Soltero,Femenino,0,18,No
,39,Gobierno local,PhD,205,Casado,Femenino,6,52,No
,37,Desconocido,Niño,1652,Soltero,Femenino,0,22,Si
,59,Desconocido,Universitario sin graduar,9526,Soltero,Masculino,1,43,Si
,20,Privado,Licenciatura,6736,Casado,Femenino,1,52,No
,41,Desconocido,Bachiller,2819,Casado,Femenino,0,26,No
,69,Independiente,9 grado,9113,Casado,Masculino,1,52,No
,49,Desconocido,Niño,3197,Soltero,Masculino,0,18,No
,68,Desconocido,Niño,3357,Soltero,Femenino,0,18,No
,51,Desconocido,Niño,3229,Soltero,Femenino,0,27,Si
,21,Desconocido,Niño,4381,Soltero,Masculino,0,29,No
,37,Gobierno local,Licenciatura,6775,Casado,Femenino,3,52,No
,30,Privado,Bachiller,2730,Casado,Masculino,3,52,Si
,64,Desconocido,Universitario sin graduar,5852,Casado,Masculino,0,33,No
,69,Desconocido,Universitario sin graduar,8305,Separado,Femenino,0,21,Si
,56,Privado,Bachiller,725,Divorciado,Femenino,6,49,No
,30,Gobierno local,Universitario sin graduar,2184,Soltero,Femenino,6,52,Si
,18,Desconocido,Universitario sin graduar,6128,Casado,Femenino,0,18,No
,39,Desconocido,Desconocido,8881,Casado,Masculino,0,19,No
,33,Desconocido,Bachiller,1417,Casado,Femenino,1,41,Si
,63,Desempleado,9 grado,7350,Viudo,Masculino,6,52,No
,50,Desconocido,Bachiller,5642,Casado,Masculino,2,50,Si
,48,Privado,Bachiller,9379,Casado,Masculino,4,50,No
,59,Desconocido,Bachiller,5155,Casado,Femenino,0,27,No
,62,Nunca ha trabajado,10 grado,6276,Soltero,Masculino,0,23,Si
,40,Desconocido,5 primaria,9900,Viudo,Femenino,0,28,No
,18,Desconocido,Bachiller,6879,Casado,Femenino,0,30,No
,61,Mixto,Magister,9963,Casado,Masculino,1,52,Si
,62,Desconocido,7 grado,4900,Soltero,Masculino,0,17,Si
,50,Desconocido,10 grado,6882,Casado,Femenino,0,30,No
,18,Desconocido,Niño,2324,Soltero,Femenino,0,28,Si
,41,Privado,Bachiller,6647,Divorciado,Masculino,6,52,Si
,55,Privado,Licenciatura,1706,Casado,Femenino,3,52,No
,35,Desconocido,Técnico,4012,Cónyuge ausente,Femenino,0,26,No
,57,Desconocido,Universitario sin graduar,4038,Soltero,Femenino,0,20,No
,25,Desconocido,Normalista,9864,Casado,Femenino,1,49,Si
,40,Privado,10 grado,1000,Casado,Masculino,6,52,Si
,61,Privado,Licenciatura,3567,Soltero,Masculino,6,52,Si
,67,Desconocido,Bachiller,4528,Casado,Femenino,0,29,Si
,44,Desconocido,Menor de 1 primero primaria,1624,Soltero,Femenino,0,20,No
,66,Mixto,Licenciatura,1483,Casado,Masculino,4,52,Si
,65,Desconocido,Niño,7752,Soltero,Femenino,0,31,Si
,57,Privado,Bachiller,4541,Casado,Masculino,2,52,Si
,60,Privado,9 grado,841,Soltero,Masculino,1,52,Si
,61,Desconocido,10 grado,8987,Soltero,Femenino,0,30,Si
,28,Desconocido,Bachiller,8274,Casado,Femenino,0,30,Si
,26,Gobierno local,Magister,10000,Casado,Masculino,6,40,Si
,52,Desconocido,7 grado,8822,Soltero,Masculino,0,26,Si
,58,Desempleado,Bachiller,9884,Soltero,Masculino,6,52,No
,62,Privado,Técnico,7573,Divorciado,Masculino,3,52,No
,45,Privado,5 primaria,2788,Soltero,Masculino,1,52,No
,44,Desconocido,Niño,883,Soltero,Femenino,0,22,Si
,44,Privado,Bachiller,1845,Casado,Masculino,6,52,Si
,41,Desconocido,Niño,9153,Soltero,Femenino,0,20,No
,30,Desconocido,Grado 11 sin diploma,6445,Casado,Masculino,0,18,No
,54,Privado,Bachiller,9841,Cónyuge ausente,Femenino,3,52,No
,23,Desconocido,Bachiller,5043,Casado,Masculino,0,26,No
,32,Privado,Universitario sin graduar,4897,Casado,Femenino,4,52,No
,70,Desconocido,Niño,3603,Soltero,Femenino,0,23,Si
,58,Privado,10 grado,2875,Divorciado,Masculino,1,52,No
,47,Privado,Bachiller,3271,Soltero,Femenino,6,52,Si
,30,Privado,Licenciatura,6111,Soltero,Masculino,6,52,No
,33,Desconocido,Niño,3491,Soltero,Masculino,0,28,No
,37,Independiente,Universitario sin graduar,787,Casado,Masculino,1,51,Si
,35,Privado,Licenciatura,1810,Soltero,Femenino,6,52,Si
,65,Desconocido,Universitario sin graduar,5961,Casado,Femenino,0,29,Si
,54,Desconocido,Universitario sin graduar,2801,Casado,Femenino,0,25,No
,20,Desconocido,Bachiller,9855,Casado,Femenino,0,29,No
,63,Desconocido,Niño,1271,Soltero,Femenino,0,25,No
,55,Desconocido,Niño,763,Soltero,Femenino,0,24,No
,68,Privado,Bachiller,7991,Soltero,Masculino,6,51,Si
,24,Privado,Universitario sin graduar,7528,Casado,Masculino,4,52,Si
,18,Privado,Bachiller,7213,Casado,Femenino,2,52,No
,53,Privado,9 grado,9541,Divorciado,Masculino,2,52,Si
,34,Desconocido,9 grado,1648,Casado,Femenino,0,23,Si
,32,Privado,Bachiller,3080,Casado,Masculino,2,52,Si
,18,Privado,Bachiller,2104,Casado,Masculino,6,52,Si
,47,Desconocido,Universitario,5807,Soltero,Masculino,3,44,Si
,22,Privado,Licenciatura,7610,Casado,Femenino,5,52,Si
,40,Desconocido,Licenciatura,2786,Casado,Femenino,6,48,Si
,25,Desconocido,Bachiller,2633,Viudo,Femenino,0,33,Si
,69,Privado,Universitario sin graduar,4539,Soltero,Femenino,6,52,Si
,63,Privado,Bachiller,4346,Casado,Femenino,6,52,Si
,26,Desconocido,Universitario sin graduar,4232,Casado,Femenino,0,18,Si
,28,Privado,Bachiller,1878,Soltero,Masculino,4,52,No
,56,Gobierno Nacional,Licenciatura,2232,Casado,Masculino,2,52,No
,27,Privado,Universitario sin graduar,6420,Soltero,Masculino,3,44,No
,43,Privado,Bachiller,1030,Separado,Femenino,5,52,Si
,28,Desconocido,Niño,3524,Soltero,Femenino,0,32,Si
,44,Desconocido,9 grado,3570,Viudo,Femenino,0,26,Si
,57,Desconocido,Niño,9883,Soltero,Femenino,0,32,Si
,29,Mixto,Bachiller,4874,Casado,Femenino,1,47,No
,28,Desconocido,Magister,7928,Casado,Femenino,0,31,Si
,46,Privado,Licenciatura,1846,Casado,Masculino,1,52,No
,22,Privado,10 grado,7880,Separado,Femenino,0,26,Si
,51,Privado,Universitario,2839,Casado,Masculino,1,52,Si
,42,Nunca ha trabajado,10 grado,9054,Soltero,Masculino,0,29,No
,53,Desconocido,Niño,5803,Soltero,Femenino,0,32,No
,69,Desconocido,Niño,4277,Soltero,Femenino,0,21,Si
,56,Privado,Licenciatura,554,Casado,Masculino,4,52,Si
,28,Privado,9 grado,5577,Soltero,Femenino,6,52,No
,43,Desconocido,Bachiller,8543,Casado,Masculino,0,27,No
,25,Desconocido,Universitario sin graduar,6656,Soltero,Femenino,2,52,No
,32,Desconocido,Licenciatura,2482,Viudo,Femenino,0,18,Si
,32,Desconocido,Niño,4946,Soltero,Femenino,0,28,No
,50,Desconocido,Niño,5268,Soltero,Femenino,0,26,Si
,19,Desconocido,Niño,4313,Soltero,Masculino,0,17,Si
,40,Privado,Licenciatura,5338,Casado,Masculino,3,52,No
,54,Privado,9 grado,594,Casado,Femenino,6,52,No
,44,Desconocido,Niño,2134,Soltero,Masculino,0,30,No
,60,Desconocido,3 primaria,8404,Soltero,Masculino,0,26,Si
,45,Privado,Bachiller,4985,Viudo,Femenino,0,18,No
,41,Privado,Técnico,6385,Casado,Masculino,6,52,No
,33,Desconocido,Niño,6477,Soltero,Masculino,0,26,No
,33,Desconocido,Magister,703,Casado,Femenino,0,31,No
,24,Desconocido,Universitario sin graduar,6826,Casado,Femenino,0,26,Si
,44,Desconocido,Desconocido,8232,Casado,Femenino,0,20,Si
,40,Desconocido,7 grado,9928,Casado,Femenino,0,32,No
,21,Privado,Bachiller,2387,Casado,Masculino,3,41,No
,50,Privado,10 grado,4148,Soltero,Femenino,6,52,No
,39,Privado,Licenciatura,9939,Soltero,Femenino,4,52,No
,54,Independiente,Universitario sin graduar,615,Casado,Femenino,1,52,No
,66,Desconocido,Técnico,7886,Divorciado,Femenino,0,26,No
,44,Privado,Bachiller,8807,Divorciado,Femenino,6,52,No
,54,Independiente,Universitario sin graduar,5595,Soltero,Masculino,2,52,Si
,53,Privado,9 grado,7729,Soltero,Masculino,6,52,No
,59,Privado,Universitario sin graduar,9029,Casado,Masculino,6,52,No
,60,Privado,Licenciatura,3331,Casado,Femenino,6,48,No
,34,Privado,Universitario sin graduar,9978,Divorciado,Femenino,6,52,Si
,40,Desconocido,5 primaria,8658,Casado,Femenino,0,28,No
,54,Privado,Universitario,2165,Divorciado,Masculino,3,44,Si
,45,Desconocido,Niño,3134,Soltero,Femenino,0,18,Si
,24,Privado,5 primaria,3975,Viudo,Femenino,1,52,Si
,69,Desconocido,5 primaria,9999,Casado,Masculino,6,43,Si
,64,Desconocido,Licenciatura,2657,Viudo,Femenino,0,30,No
,46,Desconocido,Universitario sin graduar,3196,Viudo,Femenino,0,30,No
,56,Privado,Bachiller,8077,Soltero,Masculino,1,52,No
,63,Desconocido,Niño,5655,Soltero,Masculino,0,28,No
,34,Desconocido,Universitario sin graduar,6107,Soltero,Masculino,0,28,Si
,21,Privado,Licenciatura,9314,Casado,Masculino,3,52,Si
,25,Desconocido,Niño,6611,Soltero,Masculino,0,26,No
,51,Desconocido,Niño,2094,Soltero,Femenino,0,23,Si
,68,Desconocido,Niño,8291,Soltero,Femenino,0,29,No
,27,Mixto,Bachiller,8328,Casado,Masculino,2,52,No
,32,Privado,Universitario sin graduar,6842,Casado,Masculino,3,52,Si
,38,Privado,Licenciatura,1228,Casado,Masculino,6,52,No
,66,Privado,Licenciatura,5090,Casado,Masculino,5,52,Si
,25,Gobierno local,Bachiller,3839,Casado,Femenino,6,52,No
,40,Privado,Bachiller,5462,Casado,Masculino,3,52,Si
,69,Desconocido,7 grado,5921,Viudo,Femenino,0,24,Si
,24,Desconocido,Niño,7665,Soltero,Masculino,0,19,No
,67,Desconocido,Niño,8948,Soltero,Femenino,0,24,Si
,47,Desconocido,7 grado,7315,Viudo,Femenino,0,26,No
,37,Desconocido,Niño,9192,Soltero,Femenino,0,18,No
,35,Desconocido,Bachiller,7553,Viudo,Masculino,0,20,Si
,62,Desconocido,Bachiller,6195,Casado,Masculino,0,30,No
,69,Privado,Bachiller,8530,Soltero,Femenino,6,47,Si
,18,Privado,Técnico,2035,Soltero,Masculino,3,52,Si
,51,Desconocido,Niño,3465,Soltero,Femenino,0,28,No
,42,Desconocido,Niño,9356,Soltero,Masculino,0,33,No
,54,Desconocido,10 grado,901,Casado,Femenino,0,27,Si
,43,Desconocido,Universitario sin graduar,9693,Cónyuge ausente,Masculino,0,17,No
,23,Desconocido,Bachiller,6990,Soltero,Masculino,0,21,No
,30,Desconocido,Niño,1866,Soltero,Masculino,0,32,No
,45,Privado,Universitario sin graduar,7278,Casado,Femenino,6,50,Si
,26,Privado,10 grado,7925,Casado,Masculino,2,52,Si
,69,Desconocido,Bachiller,5253,Casado,Masculino,0,26,No
,60,Gobierno Nacional,Licenciatura,2421,Soltero,Femenino,6,52,Si
,58,Privado,Técnico,9867,Soltero,Femenino,3,48,Si
,31,Desconocido,Niño,2944,Soltero,Masculino,0,26,Si
,66,Desconocido,Niño,8915,Soltero,Femenino,0,24,Si
,32,Privado,Universitario sin graduar,6100,Divorciado,Femenino,1,52,Si
,34,Desconocido,Bachiller,9086,Soltero,Femenino,0,19,Si
,20,Desconocido,Niño,1256,Soltero,Masculino,0,31,Si
,40,Privado,Bachiller,8428,Casado,Femenino,4,52,Si
,62,Gobierno local,Técnico,7121,Soltero,Masculino,6,51,Si
,39,Desconocido,Niño,4783,Soltero,Femenino,0,19,Si
,32,Privado,9 grado,3326,Soltero,Masculino,4,52,No
,61,Gobierno local,Grado 11 sin diploma,1027,Casado,Masculino,6,52,Si
,18,Independiente,Licenciatura,9473,Casado,Masculino,1,52,Si
,27,Desconocido,Niño,9891,Soltero,Femenino,0,33,No
,62,Desempleado,Universitario sin graduar,4407,Separado,Masculino,6,52,Si
,45,Desconocido,Niño,3814,Soltero,Masculino,0,20,Si
,69,Independiente,5 primaria,488,Cónyuge ausente,Masculino,1,42,No
,60,Privado,Licenciatura,3202,Casado,Masculino,5,52,No
,49,Privado,9 grado,9281,Casado,Masculino,3,51,Si
,24,Gobierno local,Bachiller,7379,Casado,Masculino,6,52,No
,67,Independiente,Técnico,8635,Casado,Masculino,1,52,Si
,52,Independiente,Bachiller,1523,Soltero,Masculino,1,52,No
,30,Privado,Universitario sin graduar,1376,Casado con cónyuge presente,Femenino,3,52,Si
,59,Desconocido,Niño,8522,Soltero,Masculino,0,26,Si
,32,Desconocido,10 grado,5681,Viudo,Femenino,0,23,No
,40,Desconocido,Niño,646,Soltero,Masculino,0,33,Si
,45,Desconocido,Niño,8329,Soltero,Femenino,0,18,No
,28,Desconocido,Bachiller,4492,Casado,Masculino,0,18,Si
,37,Desconocido,Bachiller,1878,Casado,Masculino,0,23,Si
,53,Desconocido,Niño,6997,Soltero,Masculino,0,18,Si
,51,Privado,3 primaria,5625,Casado,Femenino,3,49,Si
,26,Desconocido,Niño,694,Soltero,Femenino,0,29,No
,29,Desconocido,Licenciatura,1301,Casado,Masculino,0,20,No
,56,Desconocido,Niño,1854,Soltero,Masculino,0,24,No
,25,Privado,Bachiller,6576,Soltero,Masculino,4,52,No
,34,Desconocido,Universitario sin graduar,7243,Soltero,Masculino,0,30,No
,44,Desconocido,Licenciatura,2538,Casado,Femenino,0,23,No
,32,Desconocido,10 grado,1514,Soltero,Masculino,3,43,No
,18,Desconocido,Licenciatura,6959,Casado,Masculino,6,52,Si
,65,Privado,3 primaria,7083,Viudo,Femenino,6,52,Si
,42,Desconocido,Niño,3867,Soltero,Femenino,0,24,Si
,40,Privado,Bachiller,2442,Divorciado,Masculino,6,49,No
,18,Gobierno local,9 grado,345,Soltero,Femenino,6,51,No
,59,Desconocido,Niño,6790,Soltero,Femenino,0,20,No
,35,Desconocido,Universitario sin graduar,2133,Viudo,Femenino,0,26,No
,59,Desconocido,3 primaria,2069,Viudo,Femenino,0,28,Si
,54,Desconocido,Niño,507,Soltero,Masculino,0,32,No
,44,Desconocido,Niño,5430,Soltero,Masculino,0,19,Si
,54,Desconocido,Universitario sin graduar,3069,Soltero,Femenino,1,47,Si
,36,Desconocido,Niño,8376,Soltero,Femenino,0,32,No
,65,Desconocido,7 grado,545,Viudo,Femenino,0,24,Si
,44,Independiente,Desconocido,2673,Casado,Masculino,1,52,No
,41,Privado,Técnico,8645,Casado,Masculino,6,52,Si
,25,Privado,Universitario sin graduar,4977,Separado,Femenino,6,52,No
,50,Privado,Grado 11 sin diploma,2986,Casado,Femenino,2,42,Si
,20,Privado,Magister,8925,Soltero,Masculino,4,52,Si
,33,Desconocido,Bachiller,6630,Casado,Masculino,0,30,No
,32,Privado,Bachiller,2200,Divorciado,Masculino,6,52,No
,25,Privado,Licenciatura,2540,Soltero,Femenino,6,52,No
,66,Desconocido,Niño,2642,Soltero,Masculino,0,28,Si
,36,Privado,Técnico,7511,Casado,Femenino,6,49,No
,38,Desconocido,Bachiller,5195,Viudo,Femenino,0,19,No
,23,Desconocido,Niño,3190,Soltero,Femenino,0,33,No
,38,Desconocido,Niño,5080,Soltero,Masculino,0,30,Si
,61,Desconocido,Niño,6312,Soltero,Femenino,0,28,Si
,32,Privado,Licenciatura,4505,Separado,Masculino,6,41,No
,45,Privado,9 grado,3041,Casado,Femenino,0,19,Si
,42,Desconocido,Universitario,3563,Divorciado,Femenino,1,44,No
,27,Desconocido,Niño,7772,Soltero,Femenino,0,26,Si
,49,Privado,Normalista,1283,Casado,Masculino,3,52,No
,61,Independiente,Magister,7457,Casado,Femenino,1,52,No
,41,Privado,Bachiller,1175,Casado,Femenino,4,52,No
,64,Desconocido,Grado 11 sin diploma,1865,Viudo,Femenino,0,32,Si
,53,Desconocido,Niño,656,Soltero,Masculino,0,25,No
,64,Desconocido,Niño,6056,Soltero,Masculino,0,27,Si
,21,Desconocido,Niño,3761,Soltero,Masculino,0,21,No
,30,Privado,Licenciatura,2154,Soltero,Femenino,6,52,No
,19,Desconocido,Niño,6581,Soltero,Masculino,0,25,No
,50,Desconocido,7 grado,8430,Viudo,Femenino,0,28,Si
,37,Desconocido,Bachiller,689,Casado,Femenino,1,52,No
,64,Gobierno local,Licenciatura,3227,Divorciado,Masculino,6,49,Si
,33,Gobierno Nacional,Bachiller,124,Soltero,Masculino,1,45,Si
,69,Desconocido,Niño,1566,Soltero,Femenino,0,19,No
,40,Desconocido,7 grado,358,Soltero,Masculino,0,26,Si
,31,Informal,Licenciatura,6382,Casado,Femenino,2,52,Si
,67,Desconocido,7 grado,9916,Casado,Masculino,0,28,No
,58,Desconocido,Universitario sin graduar,8181,Casado,Femenino,0,18,No
,56,Desempleado,Magister,1400,Divorciado,Femenino,3,52,Si
,65,Privado,Licenciatura,1846,Casado,Femenino,3,52,Si
,49,Desconocido,Niño,4876,Soltero,Masculino,0,26,Si
,32,Desconocido,Niño,3293,Soltero,Masculino,0,19,Si
,49,Desconocido,Magister,6451,Divorciado,Femenino,4,41,Si
,61,Desconocido,Niño,9265,Soltero,Femenino,0,26,Si
,44,Desconocido,Bachiller,2768,Casado,Femenino,0,31,Si
,54,Desconocido,Universitario sin graduar,1528,Viudo,Masculino,0,30,No
,48,Desconocido,Bachiller,6641,Casado,Femenino,0,22,No
,66,Gobierno Nacional,Normalista,3926,Soltero,Masculino,6,52,No
,60,Privado,Universitario,3262,Soltero,Femenino,6,52,Si
,40,Gobierno local,Normalista,2696,Casado,Femenino,4,52,Si
,36,Gobierno local,Técnico,106,Soltero,Masculino,6,46,Si
,61,Desconocido,5 primaria,1196,Soltero,Femenino,0,21,Si
,50,Desconocido,Niño,5120,Soltero,Masculino,0,24,Si
,18,Privado,Universitario,5070,Divorciado,Femenino,4,52,No
,61,Privado,Licenciatura,4209,Casado,Masculino,6,52,Si
,21,Desconocido,Bachiller,3942,Soltero,Femenino,0,25,Si
,34,Desconocido,Niño,7782,Soltero,Masculino,0,23,Si
